trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
369,False,"{'a': 0.5, 'e': 0.7398156567171688}",25,0,-98.0883544571862,"{0: 17, 1: 4, 2: 2, 3: 0, 4: 2}",0
370,False,"{'a': 0.5, 'e': 0.7384685587295879}",25,0,-106.50133323618067,"{0: 17, 1: 4, 2: 1, 3: 1, 4: 2}",0
371,False,"{'a': 0.5, 'e': 0.7371185068687569}",25,1,-73.39976734962583,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 1}",1
372,False,"{'a': 0.5, 'e': 0.7357655065348812}",25,4,-117.06992959505708,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 2}",1
373,False,"{'a': 0.5, 'e': 0.7344095631399603}",20,0,-27.42563921511482,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
374,False,"{'a': 0.5, 'e': 0.7330506821077661}",25,0,-31.952240524317006,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
375,False,"{'a': 0.5, 'e': 0.7316888688738209}",25,0,-83.78732383192254,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
376,False,"{'a': 0.5, 'e': 0.7303241288853757}",25,0,-78.25707214157555,"{0: 16, 1: 3, 2: 4, 3: 2, 4: 0}",0
377,False,"{'a': 0.5, 'e': 0.7289564676013889}",25,16,15.010507619225118,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.5, 'e': 0.7275858904925034}",20,11,-19.799081683086907,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
379,False,"{'a': 0.5, 'e': 0.7262124030410263}",25,0,-56.09981099644792,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
380,False,"{'a': 0.5, 'e': 0.7248360107409052}",30,0,-59.94535741938687,"{0: 24, 1: 3, 2: 1, 3: 1, 4: 1}",0
381,False,"{'a': 0.5, 'e': 0.7234567190977075}",20,0,-94.14532546168495,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
382,False,"{'a': 0.5, 'e': 0.7220745336285981}",20,0,-30.529934468592412,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
383,False,"{'a': 0.5, 'e': 0.720689459862317}",20,0,-83.10529619450386,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
384,False,"{'a': 0.5, 'e': 0.7193015033391573}",30,13,-19.454574270145233,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 0}",1
385,False,"{'a': 0.5, 'e': 0.7179106696109434}",25,11,10.838428483355427,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
386,False,"{'a': 0.5, 'e': 0.7165169642410081}",35,7,-53.84611681953968,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 0}",1
387,False,"{'a': 0.5, 'e': 0.7151203928041714}",20,0,-86.31782263877204,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
388,False,"{'a': 0.5, 'e': 0.7137209608867168}",35,0,-72.36626105025982,"{0: 24, 1: 2, 2: 8, 3: 1, 4: 0}",0
389,False,"{'a': 0.5, 'e': 0.7123186740863704}",30,19,-15.145941466821167,"{0: 8, 1: 2, 2: 0, 3: 1, 4: 0}",1
390,False,"{'a': 0.5, 'e': 0.7109135380122773}",25,3,-73.02439961328898,"{0: 13, 1: 2, 2: 6, 3: 1, 4: 0}",1
391,False,"{'a': 0.5, 'e': 0.7095055582849801}",30,0,-131.30258458300975,"{0: 22, 1: 2, 2: 3, 3: 0, 4: 3}",0
392,False,"{'a': 0.5, 'e': 0.7080947405363958}",25,0,-111.49172235896292,"{0: 17, 1: 2, 2: 2, 3: 3, 4: 1}",0
393,False,"{'a': 0.5, 'e': 0.7066810904097935}",20,0,-32.54162414970062,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
394,False,"{'a': 0.5, 'e': 0.7052646135597718}",30,0,-96.07503082677638,"{0: 20, 1: 4, 2: 4, 3: 1, 4: 1}",0
395,False,"{'a': 0.5, 'e': 0.7038453156522362}",20,0,-28.954263975352987,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
396,False,"{'a': 0.5, 'e': 0.7024232023643764}",25,0,-31.845720374105483,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
397,False,"{'a': 0.5, 'e': 0.7009982793846437}",25,0,-94.26556830711434,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
398,False,"{'a': 0.5, 'e': 0.699570552412728}",30,0,-120.03582225933674,"{0: 21, 1: 4, 2: 2, 3: 1, 4: 2}",0
399,False,"{'a': 0.5, 'e': 0.6981400271595357}",20,0,-49.2208746139336,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
400,False,"{'a': 0.5, 'e': 0.6967067093471655}",30,0,-8.66565082282911,"{0: 24, 1: 3, 2: 3, 3: 0, 4: 0}",1
401,False,"{'a': 0.5, 'e': 0.6952706047088868}",30,0,-40.64098958390732,"{0: 23, 1: 3, 2: 3, 3: 1, 4: 0}",0
402,False,"{'a': 0.5, 'e': 0.6938317189891162}",20,0,-98.42960646049735,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
403,False,"{'a': 0.5, 'e': 0.6923900579433949}",25,0,-46.24318140674059,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
404,False,"{'a': 0.5, 'e': 0.6909456273383651}",20,5,-20.972078906696527,"{0: 13, 1: 0, 2: 0, 3: 2, 4: 0}",1
405,False,"{'a': 0.5, 'e': 0.6894984329517471}",30,2,-140.83549364017182,"{0: 17, 1: 2, 2: 6, 3: 1, 4: 2}",1
406,False,"{'a': 0.5, 'e': 0.6880484805723165}",25,0,-88.65776193997495,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
407,False,"{'a': 0.5, 'e': 0.6865957759998812}",20,0,-47.97630653401549,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
408,False,"{'a': 0.5, 'e': 0.6851403250452572}",20,0,-48.68927146397457,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
409,False,"{'a': 0.5, 'e': 0.6836821335302466}",20,0,-116.38759573944868,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",0
410,False,"{'a': 0.5, 'e': 0.6822212072876136}",20,0,-109.78303043087492,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
411,False,"{'a': 0.5, 'e': 0.6807575521610609}",30,6,-73.63830485140207,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 1}",1
412,False,"{'a': 0.5, 'e': 0.6792911740052073}",20,0,-133.4527066589617,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 2}",0
413,False,"{'a': 0.5, 'e': 0.6778220786855633}",20,0,21.777698093359014,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
414,False,"{'a': 0.5, 'e': 0.6763502720785085}",20,0,-56.313056763084624,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
415,False,"{'a': 0.5, 'e': 0.6748757600712672}",25,16,-29.938497186071057,"{0: 5, 1: 0, 2: 4, 3: 0, 4: 0}",1
416,False,"{'a': 0.5, 'e': 0.6733985485618852}",20,0,-107.35909744611388,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",0
417,False,"{'a': 0.5, 'e': 0.671918643459207}",20,7,-10.424810155663605,"{0: 9, 1: 3, 2: 1, 3: 0, 4: 0}",1
418,False,"{'a': 0.5, 'e': 0.6704360506828508}",20,2,-29.14013941419659,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 0}",1
419,False,"{'a': 0.5, 'e': 0.6689507761631859}",30,0,-31.694226712089893,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
420,False,"{'a': 0.5, 'e': 0.6674628258413082}",20,0,-27.3788888247032,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
421,False,"{'a': 0.5, 'e': 0.665972205669017}",20,10,-55.45851925682046,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 1}",1
422,False,"{'a': 0.5, 'e': 0.6644789216087912}",20,0,-30.30654150740483,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
423,False,"{'a': 0.5, 'e': 0.662982979633765}",25,0,-68.33255521278231,"{0: 14, 1: 4, 2: 7, 3: 0, 4: 0}",0
424,False,"{'a': 0.5, 'e': 0.6614843857277041}",30,0,-82.02469030898504,"{0: 23, 1: 0, 2: 3, 3: 4, 4: 0}",0
425,False,"{'a': 0.5, 'e': 0.6599831458849822}",25,0,-109.13735331014625,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
426,False,"{'a': 0.5, 'e': 0.6584792661105568}",25,7,-58.431966025886126,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 1}",1
427,False,"{'a': 0.5, 'e': 0.656972752419945}",20,0,-44.07839262007185,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
428,False,"{'a': 0.5, 'e': 0.6554636108391995}",25,0,-65.09950161307228,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
429,False,"{'a': 0.5, 'e': 0.6539518474048845}",25,10,8.660011929917106,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
430,False,"{'a': 0.5, 'e': 0.6524374681640519}",25,0,-120.35937656759606,"{0: 16, 1: 4, 2: 2, 3: 1, 4: 2}",0
431,False,"{'a': 0.5, 'e': 0.6509204791742165}",20,1,-88.38490614675827,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 1}",1
432,False,"{'a': 0.5, 'e': 0.6494008865033324}",30,4,-113.12487702730755,"{0: 15, 1: 4, 2: 5, 3: 1, 4: 1}",1
433,False,"{'a': 0.5, 'e': 0.647878696229768}",25,14,-4.2649819145639345,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
434,False,"{'a': 0.5, 'e': 0.6463539144422826}",30,12,-47.13859063286531,"{0: 11, 1: 0, 2: 7, 3: 0, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.6448265472400012}",25,2,-49.92084741133824,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 1}",1
436,False,"{'a': 0.5, 'e': 0.6432966007323907}",20,0,-138.51062474544003,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 2}",0
437,False,"{'a': 0.5, 'e': 0.6417640810392349}",30,0,-168.7131995319992,"{0: 18, 1: 3, 2: 6, 3: 0, 4: 3}",0
438,False,"{'a': 0.5, 'e': 0.6402289942906106}",25,0,-267.0058170999067,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 6}",0
439,False,"{'a': 0.5, 'e': 0.6386913466268629}",25,0,-37.26738934671791,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
440,False,"{'a': 0.5, 'e': 0.6371511441985802}",25,0,-37.548064964390974,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
441,False,"{'a': 0.5, 'e': 0.6356083931665704}",25,0,-107.99345252148251,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
442,False,"{'a': 0.5, 'e': 0.6340630997018352}",30,0,-90.84115579884468,"{0: 22, 1: 0, 2: 6, 3: 1, 4: 1}",0
443,False,"{'a': 0.5, 'e': 0.6325152699855466}",20,0,-99.29042446693367,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
444,False,"{'a': 0.5, 'e': 0.6309649102090216}",30,4,-140.28897821561742,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 3}",1
445,False,"{'a': 0.5, 'e': 0.6294120265736969}",25,0,-17.768264083267688,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
446,False,"{'a': 0.5, 'e': 0.6278566252911052}",20,0,-30.54327519123718,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
447,False,"{'a': 0.5, 'e': 0.6262987125828494}",30,0,-2.547965365900465,"{0: 25, 1: 1, 2: 4, 3: 0, 4: 0}",0
448,False,"{'a': 0.5, 'e': 0.6247382946805784}",30,0,-90.26594342396523,"{0: 25, 1: 0, 2: 1, 3: 2, 4: 2}",0
449,False,"{'a': 0.5, 'e': 0.6231753778259617}",20,0,-85.61492732894942,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
450,False,"{'a': 0.5, 'e': 0.6216099682706645}",20,11,11.273330807532803,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.5, 'e': 0.620042072276323}",30,19,-7.711011633767181,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
452,False,"{'a': 0.5, 'e': 0.6184716961145192}",30,0,-87.64962378678682,"{0: 20, 1: 2, 2: 7, 3: 0, 4: 1}",0
453,False,"{'a': 0.5, 'e': 0.6168988460667556}",20,7,-11.99293034798944,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
454,False,"{'a': 0.5, 'e': 0.6153235284244302}",20,0,18.62884093085344,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
455,False,"{'a': 0.5, 'e': 0.6137457494888116}",25,17,-33.35969927373832,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
456,False,"{'a': 0.5, 'e': 0.6121655155710133}",25,8,-26.131480434769976,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
457,False,"{'a': 0.5, 'e': 0.6105828329919689}",20,0,8.492739899598506,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
458,False,"{'a': 0.5, 'e': 0.6089977080824067}",25,0,-61.83253197751281,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
459,False,"{'a': 0.5, 'e': 0.6074101471828243}",20,5,-42.05524685386504,"{0: 11, 1: 1, 2: 1, 3: 2, 4: 0}",1
460,False,"{'a': 0.5, 'e': 0.6058201566434629}",30,0,-6.845011756456244,"{0: 26, 1: 1, 2: 2, 3: 1, 4: 0}",0
461,False,"{'a': 0.5, 'e': 0.6042277428242827}",20,0,-113.25658626584952,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",0
462,False,"{'a': 0.5, 'e': 0.6026329120949369}",20,10,-35.97236213924289,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
463,False,"{'a': 0.5, 'e': 0.6010356708347461}",20,2,-11.595182317834782,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
464,False,"{'a': 0.5, 'e': 0.5994360254326734}",25,13,-42.460587997375704,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
465,False,"{'a': 0.5, 'e': 0.5978339822872982}",25,0,7.912594542269448,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
466,False,"{'a': 0.5, 'e': 0.596229547806791}",25,0,24.84113834810661,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
467,False,"{'a': 0.5, 'e': 0.5946227284088876}",20,1,-66.45177729484827,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 2}",1
468,False,"{'a': 0.5, 'e': 0.5930135305208634}",20,5,-36.05674421128511,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
469,False,"{'a': 0.5, 'e': 0.5914019605795077}",20,7,-54.06073405966167,"{0: 8, 1: 1, 2: 2, 3: 2, 4: 0}",1
470,False,"{'a': 0.5, 'e': 0.5897880250310983}",25,10,-21.52152233528665,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 0}",1
471,False,"{'a': 0.5, 'e': 0.588171730331375}",20,0,-27.351332018625993,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
472,False,"{'a': 0.5, 'e': 0.5865530829455148}",25,0,-91.11579476940202,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
473,False,"{'a': 0.5, 'e': 0.5849320893481048}",25,11,2.052677012803986,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
474,False,"{'a': 0.5, 'e': 0.5833087560231173}",20,13,3.235631476321525,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.5, 'e': 0.5816830894638835}",20,0,-5.712696916363667,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
476,False,"{'a': 0.5, 'e': 0.5800550961730674}",20,0,-149.73267184054856,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
477,False,"{'a': 0.5, 'e': 0.57842478266264}",20,0,2.4033225613141616,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
478,False,"{'a': 0.5, 'e': 0.5767921554538532}",20,8,-45.55960586491959,"{0: 8, 1: 0, 2: 2, 3: 2, 4: 0}",1
479,False,"{'a': 0.5, 'e': 0.5751572210772137}",25,0,-7.950206376068033,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
480,False,"{'a': 0.5, 'e': 0.5735199860724567}",25,1,-25.374830842010287,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 0}",1
481,False,"{'a': 0.5, 'e': 0.5718804569885202}",35,0,-146.60362019776022,"{0: 25, 1: 1, 2: 5, 3: 2, 4: 2}",0
482,False,"{'a': 0.5, 'e': 0.5702386403835181}",20,12,-11.575729537181308,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 0}",1
483,False,"{'a': 0.5, 'e': 0.5685945428247149}",25,8,-124.88305597912854,"{0: 10, 1: 1, 2: 2, 3: 2, 4: 2}",1
484,False,"{'a': 0.5, 'e': 0.5669481708884985}",20,1,-62.88055402716131,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 0}",1
485,False,"{'a': 0.5, 'e': 0.5652995311603544}",30,0,-41.209954279311816,"{0: 22, 1: 2, 2: 6, 3: 0, 4: 0}",0
486,False,"{'a': 0.5, 'e': 0.5636486302348395}",25,0,-66.58993584066455,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
487,False,"{'a': 0.5, 'e': 0.561995474715555}",25,11,-0.8336132522931794,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
488,False,"{'a': 0.5, 'e': 0.5603400712151212}",30,13,-52.732451685285305,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 1}",1
489,False,"{'a': 0.5, 'e': 0.5586824263551495}",20,0,-48.33890287408888,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
490,False,"{'a': 0.5, 'e': 0.5570225467662173}",35,21,-21.53729470923332,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
491,False,"{'a': 0.5, 'e': 0.5553604390878408}",25,7,-11.337084674896897,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
492,False,"{'a': 0.5, 'e': 0.5536961099684484}",30,0,-29.386351049688596,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
493,False,"{'a': 0.5, 'e': 0.5520295660653545}",30,1,-32.70337649339985,"{0: 25, 1: 1, 2: 1, 3: 1, 4: 1}",1
494,False,"{'a': 0.5, 'e': 0.5503608140447322}",20,3,4.091180212416845,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
495,False,"{'a': 0.5, 'e': 0.5486898605815876}",20,0,17.5279759686111,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
496,False,"{'a': 0.5, 'e': 0.5470167123597323}",30,14,10.88436024110762,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
497,False,"{'a': 0.5, 'e': 0.5453413760717569}",25,13,10.769975239641731,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
498,False,"{'a': 0.5, 'e': 0.5436638584190043}",20,16,7.378882513743457,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.5, 'e': 0.541984166111543}",25,0,-57.235568801986695,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
500,False,"{'a': 0.5, 'e': 0.5403023058681398}",25,2,-70.01482179097766,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 1}",1
501,False,"{'a': 0.5, 'e': 0.5386182844162335}",20,1,-26.626924711375555,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
502,False,"{'a': 0.5, 'e': 0.5369321084919078}",20,14,9.651097060331129,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.5, 'e': 0.535243784839864}",25,0,-45.67467045692617,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
504,False,"{'a': 0.5, 'e': 0.5335533202133944}",25,17,-8.538683401365466,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
505,False,"{'a': 0.5, 'e': 0.5318607213743555}",20,0,-31.178946407053157,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
506,False,"{'a': 0.5, 'e': 0.5301659950931402}",25,11,-26.63852094588234,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
507,False,"{'a': 0.5, 'e': 0.5284691481486514}",20,4,-43.69794302148656,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
508,False,"{'a': 0.5, 'e': 0.5267701873282746}",20,0,-13.869480552027198,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
509,False,"{'a': 0.5, 'e': 0.525069119427851}",20,0,-87.50944370889778,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
510,False,"{'a': 0.5, 'e': 0.5233659512516496}",25,0,-48.91816298767615,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
511,False,"{'a': 0.5, 'e': 0.5216606896123411}",20,6,-131.19309820096282,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 3}",1
512,False,"{'a': 0.5, 'e': 0.5199533413309697}",25,17,1.0549598240232798,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
513,False,"{'a': 0.5, 'e': 0.5182439132369262}",25,9,-36.95938285744613,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
514,False,"{'a': 0.5, 'e': 0.5165324121679208}",25,2,-45.60722745021984,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 1}",1
515,False,"{'a': 0.5, 'e': 0.5148188449699553}",35,23,-15.130361423417225,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
516,False,"{'a': 0.5, 'e': 0.5131032184972966}",20,0,-48.57262800959947,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
517,False,"{'a': 0.5, 'e': 0.5113855396124478}",20,4,-27.63025117473579,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 0}",1
518,False,"{'a': 0.5, 'e': 0.5096658151861225}",25,3,-42.405939880660696,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 1}",1
519,False,"{'a': 0.5, 'e': 0.507944052097216}",25,0,-74.88328146926708,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
520,False,"{'a': 0.5, 'e': 0.5062202572327784}",20,0,-95.79379552809702,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
521,False,"{'a': 0.5, 'e': 0.5044944374879868}",25,7,-15.845401409225532,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
522,False,"{'a': 0.5, 'e': 0.5027665997661179}",20,7,15.905112040624212,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.5, 'e': 0.5010367509785203}",25,14,-42.36912363959912,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 1}",1
524,False,"{'a': 0.5, 'e': 0.4993048980445869}",20,0,-75.94506335391357,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
525,False,"{'a': 0.5, 'e': 0.497571047891727}",20,9,13.641280791993054,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.5, 'e': 0.495835207455339}",25,0,5.1221340154603,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
527,False,"{'a': 0.5, 'e': 0.4940973836787822}",35,0,-35.34276972221866,"{0: 30, 1: 1, 2: 3, 3: 0, 4: 1}",0
528,False,"{'a': 0.5, 'e': 0.4923575835133496}",30,17,-29.213277739186832,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
529,False,"{'a': 0.5, 'e': 0.49061581391823933}",20,7,-11.995595587184859,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
530,False,"{'a': 0.5, 'e': 0.48887208186052755}",25,10,-4.882038929124645,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
531,False,"{'a': 0.5, 'e': 0.4871263943151402}",20,12,4.579399017685932,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
532,False,"{'a': 0.5, 'e': 0.48537875826482507}",20,5,-34.03136633581435,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
533,False,"{'a': 0.5, 'e': 0.48362918070012406}",25,0,13.874098769903998,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
534,False,"{'a': 0.5, 'e': 0.48187766861934506}",20,12,-11.14048058646339,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
535,False,"{'a': 0.5, 'e': 0.48012422902853413}",20,12,0.47758680943913445,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
536,False,"{'a': 0.5, 'e': 0.47836886894144715}",20,9,-12.309541346871644,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
537,False,"{'a': 0.5, 'e': 0.47661159537952236}",20,0,5.350089034356423,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
538,False,"{'a': 0.5, 'e': 0.47485241537185147}",25,0,-136.3959833037525,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
539,False,"{'a': 0.5, 'e': 0.47309133595515224}",25,0,-31.030985219203295,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
540,False,"{'a': 0.5, 'e': 0.47132836417373997}",25,5,8.84663658064996,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
541,False,"{'a': 0.5, 'e': 0.46956350707949945}",35,23,-14.08754288745407,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
542,False,"{'a': 0.5, 'e': 0.4677967717318567}",25,15,16.537134512826654,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.5, 'e': 0.46602816519775075}",30,0,-8.788626457916003,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
544,False,"{'a': 0.5, 'e': 0.46425769455160537}",20,0,-61.12250456063438,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
545,False,"{'a': 0.5, 'e': 0.4624853668753008}",30,8,-23.312403132534936,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 0}",1
546,False,"{'a': 0.5, 'e': 0.46071118925814536}",25,0,-0.7058836191416069,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
547,False,"{'a': 0.5, 'e': 0.4589351687968472}",20,7,-26.447211497952388,"{0: 11, 1: 0, 2: 0, 3: 2, 4: 0}",1
548,False,"{'a': 0.5, 'e': 0.45715731259548575}",20,0,-59.624712249921025,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
549,False,"{'a': 0.5, 'e': 0.45537762776548346}",30,6,-5.512346829668056,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 0}",1
550,False,"{'a': 0.5, 'e': 0.4535961214255773}",25,6,5.7222294692765425,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
551,False,"{'a': 0.5, 'e': 0.4518128007017902}",20,0,-40.22197334556001,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
552,False,"{'a': 0.5, 'e': 0.45002767272740274}",20,13,-33.74472264236993,"{0: 4, 1: 0, 2: 2, 3: 1, 4: 0}",1
